Gene_ID	Gene_Name	AML_BDCM	AML_P31_FUJ	AML_PL-21	chondrosarcoma_CAL-78	chondrosarcoma_Hs819.T	chondrosarcoma_SW-1353
ENSG00000233170	AC138356.2	0.9	0.7	1.0	1.0	0.1	0.5
ENSG00000233175	AC008105.1	0.5	0.2	0.4			
ENSG00000233178	AL161457.2	2.0	4.0	0.8	2.0	0.7	3.0
ENSG00000233179	Z82249.1				0.1	0.4	0.4
ENSG00000233183	AL138889.1	0.1	0.1	0.1	0.1		0.1
ENSG00000233184	AC093157.1	2.0	3.0	2.0	2.0	2.0	4.0
ENSG00000233186	KLF4P1	0.1					
ENSG00000233189	RPL12P29					0.1	
ENSG00000233191	AC006372.2		0.1				0.3
ENSG00000233196	AL096803.2	0.1		0.2	0.4		
ENSG00000233198	RNF224	0.2	1.0		0.6	0.1	0.7
ENSG00000233203	DHCR24-DT	0.2	0.2		0.4		0.1
ENSG00000233211	GRPEL2P1		0.1				
ENSG00000233215	LINC01687		2.0		2.0		0.5
ENSG00000233216	AL357373.1	0.1	0.1	0.1			
ENSG00000233217	MROH3P			0.1			
ENSG00000233220	LINC00167	0.1					
ENSG00000233221	AC133785.1				0.1		
ENSG00000233222	AL513523.3			0.1	0.9	0.1	
ENSG00000233223	AC016876.1	4.0	2.0	2.0	3.0	2.0	2.0
ENSG00000233225	AC004987.2	0.1	0.1			0.1	
ENSG00000233230	AC079807.1	2.0	2.0	2.0	1.0	2.0	1.0
ENSG00000233231	HNRNPA1P49	4.0	2.0	3.0	0.6	0.5	0.9
ENSG00000233232	NPIPB7		0.1	0.1			0.1
ENSG00000233237	LINC00472				0.9	0.3	1.0
ENSG00000233238	DEFA9P		0.3				
ENSG00000233242	AL512604.2	0.1					0.1
ENSG00000233246	AL513327.2	0.1	0.3		0.2		
ENSG00000233247	AC002524.1				0.4		
ENSG00000233250	AC233728.1	1.0	0.9	1.0	0.2	0.5	2.0
ENSG00000233251	AC007743.1	1.0	1.0	2.0	3.0	1.0	2.0
ENSG00000233252	CRIP1P1		0.1				
ENSG00000233254	RPL21P134	0.1		0.1	0.3		
ENSG00000233261	FAM238A	0.1	0.1	0.1			0.1
ENSG00000233262	AL356134.1			0.1			
ENSG00000233264	AC006042.3	3.0		1.0	0.4		0.1
ENSG00000233265	ENSG00000233265		0.1	0.6			
ENSG00000233266	HMGB1P31	0.4	0.2	0.9	2.0	0.4	0.3
ENSG00000233268	AL691449.1			0.2			
ENSG00000233270	SNRPEP4	0.8	0.7	0.6	1.0	0.2	0.6
ENSG00000233273	AMMECR1LP1			0.2			
ENSG00000233275	AC009238.2						0.1
ENSG00000233276	GPX1	67.0	122.0	102.0	62.0	67.0	52.0
ENSG00000233286	MTND3P10		0.4	0.1			
ENSG00000233288	AC092447.5				0.1		0.7
ENSG00000233290	AL157944.1	0.3					
ENSG00000233293	AL133343.2	0.7	0.1	0.2			
ENSG00000233295	FAM90A20P			0.1		0.1	
ENSG00000233296	AC092159.2	0.3	0.2	0.1		0.1	0.1
ENSG00000233297	RASA4DP			0.1	0.1	0.2	0.1
ENSG00000233303	XXYLT1-AS1	0.1		0.1			
ENSG00000233306	TRGV2	1.0	3.0	2.0			
ENSG00000233308	OSTN-AS1	0.3				1.0	
ENSG00000233309	RPS6P12						0.9
ENSG00000233321	LINC02669	0.1					
ENSG00000233325	MIPEPP3	2.0	4.0	2.0	1.0	0.9	2.0
ENSG00000233327	USP32P2	0.1	0.6	0.8	0.4	0.1	0.1
ENSG00000233330	AL078581.1	1.0	0.8	0.8	1.0	2.0	1.0
ENSG00000233332	AL122008.3	0.3					
ENSG00000233334	FAM53B-AS1		0.1				0.1
ENSG00000233337	UBE2FP3	0.6	1.0	1.0	4.0	0.4	1.0
ENSG00000233338	TLR8-AS1			0.2	0.1		0.2
ENSG00000233339	AC018878.1			0.1			
ENSG00000233340	AL139120.1		0.1				
ENSG00000233343	ATP6V1G1P4	0.2	0.1				
ENSG00000233347	ERP29P1	0.1					
ENSG00000233351	AL356124.2	0.2				0.2	0.5
ENSG00000233354	LINC00028				0.3	0.1	0.4
ENSG00000233355	CHRM3-AS2		0.9	4.0			
ENSG00000233358	AL035401.1		0.1				
ENSG00000233359	AC114485.1						0.2
ENSG00000233360	Z83844.2	0.2	0.5	0.5			
ENSG00000233367	AL133480.1	0.1		0.1			
ENSG00000233369	GTF2IP4	1.0	3.0	3.0	1.0	1.0	4.0
ENSG00000233379	AL139002.1	0.4	0.3	0.2	0.8	0.1	0.5
ENSG00000233381	AK4P3					0.1	
ENSG00000233382	NKAPP1	1.0	0.6	0.4	0.6		0.4
ENSG00000233383	AC073089.1	0.1					
ENSG00000233384	AC096537.1		0.6		0.3		0.1
ENSG00000233387	IATPR						0.3
ENSG00000233388	AL022334.1		0.1	0.1	0.1		0.1
ENSG00000233393	AP000688.2		0.1		0.2		0.1
ENSG00000233396	LINC01719	0.1		0.1	0.7	0.7	1.0
ENSG00000233397	AC008063.2						0.8
ENSG00000233403	AC121342.1		0.8				
ENSG00000233406	AL162430.1	0.1	0.1	0.1	0.2		0.1
ENSG00000233410	LINC01222		0.1	0.1			
ENSG00000233411	AL359962.1	0.6	0.5			0.1	
ENSG00000233416	AC012065.2	0.1	0.2	0.3	0.2		
ENSG00000233421	LINC01783						0.1
ENSG00000233423	AC005482.1				0.1		2.0
ENSG00000233426	EIF3FP3	8.0	4.0	7.0	5.0	3.0	6.0
ENSG00000233427	AL009181.1		0.2				
ENSG00000233429	HOTAIRM1	2.0	2.0	1.0	25.0	6.0	3.0
ENSG00000233432	MTIF2P1			0.1			
ENSG00000233435	AGGF1P2		0.3	0.2	0.9		1.0
ENSG00000233436	BTBD18	0.1	0.1		0.1		
ENSG00000233438	ENSG00000233438	0.1	0.2		0.5	0.1	0.1
ENSG00000233444	AC013262.1		0.1				
ENSG00000233451	AL513128.1	0.1	0.8				
ENSG00000233452	STXBP5-AS1	0.1	0.8	0.9	0.6	0.8	2.0
ENSG00000233456	LINC01077		0.1				
ENSG00000233460	RPL35AP31			0.1			
ENSG00000233461	AL445524.1	2.0	5.0	8.0	3.0	2.0	2.0
ENSG00000233469	ST6GALNAC4P1		0.5	0.3			
ENSG00000233470	AL360175.1						0.4
ENSG00000233471	KRT18P62					0.1	
ENSG00000233472	AL390866.1		0.5				
ENSG00000233473	RAD1P2	0.1	0.1	0.2			0.1
ENSG00000233476	EEF1A1P6	9.0	3.0	10.0	2.0	3.0	2.0
ENSG00000233479	AC017074.2						0.2
ENSG00000233483	AC008105.2	0.5					
ENSG00000233485	AL031283.2					0.1	
ENSG00000233487	RPSAP69						0.1
ENSG00000233493	TMEM238	0.5	0.9	0.4	0.2	0.1	0.3
ENSG00000233494	AC009963.2		0.1	0.6			0.1
ENSG00000233502	AC104794.1	0.1					0.5
ENSG00000233509	ZNF197-AS1	0.1	0.5	0.3	0.2	0.1	0.1
ENSG00000233515	LINC01518	0.1	0.1		11.0		6.0
ENSG00000233521	LINC01638		0.1	0.1	0.2	1.0	19.0
ENSG00000233524	RANP8	0.1		0.2		0.1	
ENSG00000233527	ZNF529-AS1	2.0	2.0	1.0	2.0	1.0	1.0
ENSG00000233529	HCG21	0.4					
ENSG00000233531	DEFA10P		0.1	0.1			
ENSG00000233532	LINC00460				2.0	0.1	0.3
ENSG00000233536	AP000943.1		2.0	0.2			
ENSG00000233538	AC017104.3	0.2	0.1	0.5			
ENSG00000233539	AC011294.1				0.3		
ENSG00000233547	AL158212.2		2.0	0.5		0.2	
ENSG00000233554	B4GALT1-AS1	0.2	0.2	0.1	1.0	1.0	0.8
ENSG00000233558	AL050331.1	0.3	0.5	0.6	0.5	0.1	0.4
ENSG00000233559	LINC00513	0.1	0.1	0.1	0.6	0.2	0.5
ENSG00000233560	KRT8P39	0.2	0.3	0.5	0.4	0.1	0.4
ENSG00000233578	EIF4EP1	1.0	0.3	1.0	0.3	0.1	
ENSG00000233579	KRT8P15						0.1
ENSG00000233581	AC069155.1					0.2	1.0
ENSG00000233583	AL356273.1			0.1			
ENSG00000233585	AC231533.2	0.1	0.1	0.1			0.1
ENSG00000233586	AC246785.2	0.3	0.3	0.6	0.3		0.1
ENSG00000233588	CYP51A1P2	0.1			0.1		0.1
ENSG00000233589	AL138789.1	1.0	1.0	0.8	3.0		0.8
ENSG00000233590	LINC02640					0.1	
ENSG00000233593	LINC02609				0.6	0.1	0.8
ENSG00000233597	AC133435.1			0.1			
ENSG00000233601	NCOR1P3						0.3
ENSG00000233602	ERI3-IT1	0.3	0.5	0.4	1.0	0.3	0.9
ENSG00000233603	JTBP1		0.2	0.1			
ENSG00000233605	LINC01851		0.2				
ENSG00000233608	TWIST2				3.0	12.0	2.0
ENSG00000233610	LINC00462		0.3				
ENSG00000233611	AC019068.1						0.3
ENSG00000233613	DCUN1D2-AS	1.0	2.0	3.0		0.3	0.1
ENSG00000233614	DDX11L10	0.1	0.3	0.1			
ENSG00000233621	LINC01137	1.0	2.0	1.0	5.0	1.0	4.0
ENSG00000233622	CYP2T1P	0.1	0.5	0.4	0.8	0.3	0.4
ENSG00000233623	PGAM1P11	0.3	0.1	0.1			
ENSG00000233626	AC092814.1	0.2	0.1	0.2			0.2
ENSG00000233632	Z82198.3				0.8	0.1	
ENSG00000233633	AC093326.1					0.1	1.0
ENSG00000233639	PANTR1		1.0				0.3
ENSG00000233647	NENFP1	0.1	0.1			0.1	
ENSG00000233648	AC010095.1			0.2			
ENSG00000233654	AC108047.1	0.2	1.0	2.0	1.0	0.2	0.4
ENSG00000233661	SPIN4-AS1	0.5				0.1	
ENSG00000233665	AC060234.2	1.0	0.5	0.3	0.1		0.1
ENSG00000233668	AL353662.2	0.1	0.2	0.5	0.1		
ENSG00000233672	RNASEH2B-AS1	0.2	2.0	0.9	0.3		
ENSG00000233673	ANAPC1P1	0.1					
ENSG00000233674	AL451062.2	0.1	0.1		0.9		
ENSG00000233677	DDX39BP1		0.1	0.1		0.1	
ENSG00000233680	HNRNPA1P27	0.1					
ENSG00000233682	AL356417.2				0.1	1.0	0.4
ENSG00000233684	LINC01865				0.1		0.7
ENSG00000233690	EBAG9P1	0.5	0.9	0.2	0.5	0.1	0.3
ENSG00000233694	LINC02579	0.2					0.1
ENSG00000233695	GAS6-AS1	0.3	5.0	16.0	0.6	1.0	2.0
ENSG00000233702	AC107083.1						0.4
ENSG00000233705	SLC26A4-AS1				0.1		
ENSG00000233711	EIF4EBP2P1	0.1					0.4
ENSG00000233716	AC074367.1		0.1	0.1			
ENSG00000233719	GOT2P3		0.1		0.1		
ENSG00000233730	LINC01765		0.2				0.2
ENSG00000233733	H2AFZP6	0.1	0.1				
ENSG00000233735	AL359918.2						0.2
ENSG00000233739	AL031587.2	0.3	0.2			0.1	
ENSG00000233746	LINC00656		0.1	0.1			
ENSG00000233747	RPL36AP13		0.1				
ENSG00000233750	CICP27	0.7	2.0	3.0	0.5	0.8	1.0
ENSG00000233755	AL050344.1	0.2	0.3	0.1			
ENSG00000233757	AC092835.1	0.7	0.3	0.6	1.0	0.2	0.4
ENSG00000233762	AC007969.1	13.0	4.0	9.0	6.0	2.0	4.0
ENSG00000233765	AL591479.1	0.1	0.1		0.2	0.2	0.1
ENSG00000233771	CICP5			0.1			
ENSG00000233775	AL109945.1		0.2				
ENSG00000233776	LINC01251		0.1		0.8		0.3
ENSG00000233778	AC104339.1				0.1		
ENSG00000233783	AP001442.1						0.1
ENSG00000233785	AC131011.1	0.3	0.1	0.3	0.4		0.4
ENSG00000233791	LINC01136	0.2	0.1				
ENSG00000233797	UFL1-AS1	0.1	0.2	0.2			
ENSG00000233799	AC139887.1	2.0	1.0	0.8	0.9	0.6	0.2
ENSG00000233800	ENSG00000233800	0.1					
ENSG00000233806	LINC01237	2.0	0.3	0.2	0.1	0.2	0.3
ENSG00000233814	AL590664.1		0.1				
ENSG00000233817	AL162727.1				0.6	0.1	0.8
ENSG00000233818	AP000695.2				2.0	0.5	3.0
ENSG00000233820	AL589843.2				0.3		
ENSG00000233822	HIST1H2BN	0.5	0.3	0.3	1.0	0.3	0.8
ENSG00000233825	AL391839.2	0.4	0.1	0.3	0.1		0.3
ENSG00000233828	LINC01949	0.1					
ENSG00000233830	EIF4HP1	0.5	0.1	0.3		0.1	0.1
ENSG00000233833	ETF1P3						0.1
ENSG00000233834	AC005083.1	6.0				0.1	
ENSG00000233836	AC139769.1				0.3		0.6
ENSG00000233837	EIF3LP2	0.1	0.1				
ENSG00000233839	AL357055.1		0.1				
ENSG00000233844	KCNQ5-IT1	0.7	0.2			0.1	
ENSG00000233845	AC093732.1	0.1	0.3	0.3		0.4	0.1
ENSG00000233846	SELENOTP1	0.2	0.2	0.1	0.2	0.1	0.1
ENSG00000233847	AC022445.1	0.2	0.1	0.1		0.1	0.1
ENSG00000233850	AC103563.7	0.7					
ENSG00000233852	AC005304.1		0.2	0.1			0.2
ENSG00000233858	LINC02599				0.2		0.2
ENSG00000233859	ADH5P4						0.1
ENSG00000233860	AC107072.2				0.1		
ENSG00000233861	MGAT2P1						0.3
ENSG00000233862	AC016907.2		0.1		0.1		
ENSG00000233864	ENSG00000233864	3.0	2.0		2.0		
ENSG00000233868	AC009302.1	0.2	0.5	0.2		0.2	0.5
ENSG00000233871	DLG5-AS1	0.1	0.8		0.4	0.2	0.2
ENSG00000233877	AL606517.1					0.1	
ENSG00000233884	AL772337.2		0.6				0.7
ENSG00000233885	YEATS2-AS1	0.5	0.7	0.4	1.0	0.2	0.4
ENSG00000233892	PAIP1P1	0.5	0.3	0.2	0.1	0.1	0.3
ENSG00000233893	EZR-AS1	0.1	0.1				0.3
ENSG00000233895	ENSG00000233895		0.8	0.4	0.2	1.0	1.0
ENSG00000233896	PDYN-AS1		0.1				
ENSG00000233901	LINC01503	0.1	0.3	0.2	1.0	2.0	0.6
ENSG00000233902	AL645933.1	0.1	0.2				0.2
ENSG00000233903	ENSG00000233903	2.0	1.0	0.3	3.0	0.5	1.0
ENSG00000233912	AC026202.2	1.0	0.4	0.4		0.2	0.1
ENSG00000233913	RPL10P9	0.1	0.1	0.2	0.1	0.1	0.3
ENSG00000233916	ZDHHC20P1	0.2	0.7	0.5		0.2	0.4
ENSG00000233922	LINC01694	0.1	0.4	6.0	0.2		4.0
ENSG00000233924	RPSAP13		0.1	0.2			0.1
ENSG00000233927	RPS28	160.0	157.0	274.0	40.0	54.0	46.0
ENSG00000233929	MT1XP1		0.3		0.4		1.0
ENSG00000233930	KRTAP5-AS1				0.1		0.1
ENSG00000233932	CTXN2				0.1		
ENSG00000233937	AC008443.1	1.0	1.0	1.0	1.0	0.3	0.4
ENSG00000233942	AC004012.1				0.3		0.2
ENSG00000233945	LINC02650						0.1
ENSG00000233952	FTLP15	0.1				0.1	0.3
ENSG00000233953	AC009970.1	0.2	1.0	2.0			0.1
ENSG00000233954	UQCRHL		0.2	0.8			0.1
ENSG00000233956	BTF3P6	0.1	0.2	0.1	0.3		
ENSG00000233966	UBE2SP1	2.0	2.0	2.0	6.0	0.6	1.0
ENSG00000233967	AL359715.1	0.5	2.0	1.0	0.9	0.6	0.6
ENSG00000233969	AC004946.1				0.3		
ENSG00000233970	AC092159.3	0.2			0.3		0.1
ENSG00000233971	RPS20P10						0.1
ENSG00000233973	LINC01360		0.1				
ENSG00000233974	AC138951.1	0.1	0.5	0.1			0.1
ENSG00000233975	LINC02574	0.4	0.2	0.1			
ENSG00000233977	AC099681.3	0.1					
ENSG00000233978	LINC02590		0.1				
ENSG00000233979	RPL22P21		0.1		0.4		
ENSG00000233980	FDPSP2			0.1			
ENSG00000233984	RPSAP14					0.2	
ENSG00000233985	LINC01681						0.1
ENSG00000233990	AL353754.1		0.1				
ENSG00000233993	AL121900.1				0.1		
ENSG00000233994	GDI2P2					0.1	
ENSG00000233998	SETP5		0.1				
ENSG00000234003	MTATP6P27		0.2	0.1	0.1		
ENSG00000234005	GAPDHP22		1.0	0.2	0.7		
ENSG00000234006	DDX39B-AS1	0.3	0.3	0.4		0.1	
ENSG00000234017	AC022018.1	0.1	0.1				
ENSG00000234019	AL591212.1	0.1	0.1				
ENSG00000234022	AC008278.2	0.2	0.1				
ENSG00000234025	RBPMS2P1	0.2	0.2	0.1			0.1
ENSG00000234028	EIF2AK3-DT	0.6	0.8	0.7	0.5	0.1	0.5
ENSG00000234030	TMEM97P1	0.1					
ENSG00000234034	AP000959.1		0.5				
ENSG00000234036	TXNP6	0.4	0.6		1.0	0.4	0.3
ENSG00000234040	RPL10P12	0.1	0.2	0.1		0.1	0.7
ENSG00000234041	AL512326.3			0.1	1.0	0.1	0.1
ENSG00000234042	AL591438.2	0.5	1.0	0.4	2.0	0.5	0.3
ENSG00000234043	NUDT9P1	0.6	0.4	0.2		0.2	0.1
ENSG00000234055	AL158151.2		0.1	0.1	0.5	0.2	
ENSG00000234056	LINC00463	1.0					
ENSG00000234060	EDDM3CP		0.1				
ENSG00000234061	AC007969.2	0.2		0.1			
ENSG00000234062	AL390879.1	0.7	1.0	0.3	0.4	0.2	0.6
ENSG00000234065	MTND4P26		0.1	0.2			
ENSG00000234066	TAS2R62P		0.1	0.1			
ENSG00000234068	PAGE2	0.1			1.0	0.2	74.0
ENSG00000234071	AC010099.3				0.3		
ENSG00000234072	AC074117.1	3.0	4.0	4.0	3.0	1.0	3.0
ENSG00000234076	TPRG1-AS1			0.3	0.6	0.1	
ENSG00000234084	AL049552.1	1.0	0.8	2.0	2.0	0.6	1.0
ENSG00000234089	AC099654.1						0.1
ENSG00000234091	AL157392.2	0.3	0.1				
ENSG00000234093	RPS15AP11	0.2	0.1	0.1			
ENSG00000234106	SRP14P2	3.0					
ENSG00000234108	AL596276.2						0.1
ENSG00000234112	AC099066.3					0.1	
ENSG00000234115	AL138878.2						0.2
ENSG00000234118	RPL13AP6	0.1		0.1			
ENSG00000234120	AF228730.2		0.2	0.1			
ENSG00000234125	EEF1GP8			0.1			
ENSG00000234127	TRIM26	23.0	16.0	12.0	14.0	8.0	8.0
ENSG00000234129	AC073529.1	0.6	0.1	0.4	0.1	0.1	0.5
ENSG00000234132	AL358473.2		0.1	0.5			
ENSG00000234134	AL158835.2	0.3	0.7	1.0	1.0	0.3	2.0
ENSG00000234135	RPL23AP83	0.1					
ENSG00000234136	AC055764.1	0.1					
ENSG00000234139	AL035420.1				0.3		
ENSG00000234141	AC006042.4	0.2	0.1	0.4	0.1		
ENSG00000234142	LINC01675	0.2					
ENSG00000234146	AKAP8P1		0.1				
ENSG00000234147	AL035446.1		19.0		0.3	0.1	2.0
ENSG00000234149	AC018511.2	0.2	0.1		1.0		
ENSG00000234155	LINC02535				0.8	0.3	2.0
ENSG00000234160	AL513165.1	10.0	9.0	10.0	22.0	3.0	9.0
ENSG00000234161	PABPC5-AS1					0.1	0.1
ENSG00000234167	ELOBP4					0.1	
ENSG00000234170	LINC02645						0.6
ENSG00000234171	RNASEH1-AS1	4.0	7.0	5.0	2.0	4.0	6.0
ENSG00000234174	AC016683.1	0.4	0.1	0.1			
ENSG00000234175	AL355355.2	0.3	0.2		2.0	0.9	
ENSG00000234176	HSPA8P1		0.1				
ENSG00000234177	LINC01114		0.1				0.1
ENSG00000234181	AL353795.2	0.1					
ENSG00000234183	LINC01952	0.1	1.0	0.3			0.1
ENSG00000234184	LINC01781	0.7					
ENSG00000234185	AC068533.3	0.2	0.6	1.0		0.1	0.2
ENSG00000234191	LINC01283						1.0
ENSG00000234193	AC013476.1	0.1		0.4			0.2
ENSG00000234197	ETV5-AS1	0.3	0.9	0.3	1.0	0.3	
ENSG00000234199	LINC01191				0.4	0.1	0.7
ENSG00000234202	AC104332.2		0.1				
ENSG00000234203	AC004771.2	0.2	0.2	0.4	0.1	0.4	0.2
ENSG00000234206	AL121957.1	0.5	0.4	0.3			0.2
ENSG00000234208	AC005529.1	0.1					
ENSG00000234211	AL451067.1	0.7					
ENSG00000234213	FHP1	0.1		0.1			0.3
ENSG00000234215	AC006012.1	0.1	0.6				0.2
ENSG00000234219	CDCA4P4	0.1	0.2	0.4		0.1	
ENSG00000234222	LIX1L-AS1	0.2	0.3	0.2	0.1	0.1	0.1
ENSG00000234225	AC244394.2						0.3
ENSG00000234227	RPL7L1P1		4.0				
ENSG00000234229	LINC01505				0.1		
ENSG00000234230	ZFX-AS1	0.1	0.1		0.1	0.2	
ENSG00000234231	AC093616.1	0.4	2.0	0.9	3.0	2.0	4.0
ENSG00000234232	AC243772.3		0.1				
ENSG00000234233	KCNH1-IT1				0.9		2.0
ENSG00000234241	AL109618.1	0.2	0.1	0.1	0.2		0.1
ENSG00000234252	ENSG00000234252	0.1	0.4	0.5		0.1	
ENSG00000234263	AL024508.1	0.7	0.2	0.1			
ENSG00000234264	DEPDC1-AS1	0.2	0.5	0.2	0.1	0.1	0.1
ENSG00000234265	LINC01723	0.1					
ENSG00000234268	AP000936.3	0.1	0.2	0.3			0.1
ENSG00000234271	Z98752.2	0.2	0.4	0.3			
ENSG00000234272	RPL30P2	0.1	0.3	0.1			
ENSG00000234273	AC073071.1						0.6
ENSG00000234274	COX7BP2		0.1				
ENSG00000234281	LANCL1-AS1	0.2	0.3	0.3	0.2	0.2	0.1
ENSG00000234282	AL109809.2		2.0	2.0			
ENSG00000234283	LINC01731		0.1	0.1			
ENSG00000234284	ZNF879		0.7	0.4	1.0	0.4	1.0
ENSG00000234286	AC006026.3	4.0		1.0		0.1	
ENSG00000234287	AC099560.2			0.2		0.1	0.1
ENSG00000234289	H2BFS	28.0	2.0	3.0	13.0	7.0	12.0
ENSG00000234290	AC116366.1	3.0	0.6	0.6	0.9	0.2	0.1
ENSG00000234292	AC123595.1				0.2		
ENSG00000234296	AL390961.1				0.1		
ENSG00000234303	CLYBL-AS1	0.1					
ENSG00000234311	AL451069.3		8.0	6.0			
ENSG00000234315	OSTCP5						0.3
ENSG00000234319	RPS12P2			0.1		0.1	
ENSG00000234320	ENSG00000234320	0.2	0.4	0.4	1.0	0.6	1.0
ENSG00000234322	ST13P18				0.1		
ENSG00000234323	LINC01505	0.1			5.0		
ENSG00000234324	RPL9P2	0.1		0.4	0.3		0.4
ENSG00000234327	AC012146.1	2.0	1.0	1.0	3.0	0.7	2.0
ENSG00000234329	AL604028.2	0.7	0.5	1.0	1.0	0.3	0.6
ENSG00000234332	BCAS2P2			0.1	0.2		
ENSG00000234336	JAZF1-AS1		0.3	0.2	0.4	0.2	0.1
ENSG00000234337	AC026462.1	0.1					
ENSG00000234338	AC073349.2	0.8	2.0	3.0	1.0	0.2	0.6
ENSG00000234340	AP000705.2		0.1				
ENSG00000234345	AC234782.3	1.0	0.2		0.5		0.1
ENSG00000234350	AC007405.1	0.1	0.8				0.1
ENSG00000234353	AP000346.2	0.8	0.7	0.9	2.0	0.1	0.2
ENSG00000234354	RPS26P47	0.1	0.2	0.1			0.1
ENSG00000234361	AL391863.2						0.2
ENSG00000234362	LINC01914	1.0	0.1			0.1	
ENSG00000234367	PFN1P3	0.2	0.1	0.3	0.7	0.1	0.9
ENSG00000234369	TATDN1P1	0.1					
ENSG00000234378	AC098828.3						0.1
ENSG00000234380	LINC01426				0.2	1.0	0.2
ENSG00000234381	MED15P7						0.9
ENSG00000234383	CTBP2P8		0.1			0.1	
ENSG00000234386	OR7E162P		0.1			0.1	
ENSG00000234389	AC007278.1	0.4	2.0				
ENSG00000234390	USP27X-AS1	0.5	0.4	0.1	1.0	0.4	0.5
ENSG00000234393	AL592546.1	0.1	0.2	0.1	0.1		0.1
ENSG00000234396	AL590822.1					0.1	0.2
ENSG00000234398	AC134915.1						0.3
ENSG00000234405	Z69733.1	0.3	0.1			0.2	0.6
ENSG00000234406	AC004129.2				0.7	0.2	
ENSG00000234409	CCDC188	0.1	1.0		0.4	0.5	0.2
ENSG00000234420	ZNF37BP	5.0	5.0	7.0	3.0	1.0	3.0
ENSG00000234422	UBE2WP1						0.1
ENSG00000234424	AL353743.4		0.1	0.2	0.2		
ENSG00000234425	AL138930.1	0.1	0.2	0.1			
ENSG00000234426	AL139042.1						2.0
ENSG00000234427	AL022724.1	0.2				0.1	
ENSG00000234428	AC023051.1	0.2		0.1			
ENSG00000234432	AC092171.3		1.0	1.0	0.5	0.4	0.3
ENSG00000234438	KBTBD13				0.1		
ENSG00000234444	ZNF736	5.0	9.0	5.0	2.0	0.7	3.0
ENSG00000234449	ENSG00000234449	5.0	0.2	0.3	0.1	0.6	1.0
ENSG00000234450	AC005534.2	0.3		1.0	2.0		0.1
ENSG00000234455	AC067960.1				0.1		
ENSG00000234456	MAGI2-AS3				2.0	3.0	4.0
ENSG00000234457	AC006960.1		0.1	0.7			
ENSG00000234459	AC002064.2	0.5			0.3	0.3	0.1
ENSG00000234460	AL772337.3		2.0		0.2		5.0
ENSG00000234463	COX6CP12			0.1			
ENSG00000234465	PINLYP	6.0	1.0	3.0	0.7	0.4	0.5
ENSG00000234469	CLDN34		0.1				
ENSG00000234473	ZNF101P2		0.1	0.4	0.1		
ENSG00000234476	AC092811.1	0.1	0.1				
ENSG00000234477	AC004231.1		0.3			0.4	0.2
ENSG00000234478	ACBD3-AS1	0.3	0.4	0.5	1.0	0.6	0.7
ENSG00000234479	AP1B1P1						0.2
ENSG00000234484	AL032821.1	0.3		0.1			
ENSG00000234485	OR7E46P			0.1			
ENSG00000234489	ALDH7A1P4			0.1			
ENSG00000234492	RPL34-AS1		0.1	0.3	0.1		0.1
ENSG00000234494	SP2-AS1	0.5	1.0	1.0	1.0	0.5	0.9
ENSG00000234498	RPL13AP20	0.3	0.6	0.7	6.0	0.2	4.0
ENSG00000234500	AC008267.3	0.4	1.0	0.6	5.0	1.0	0.6
ENSG00000234503	AP000550.2		2.0	2.0	0.3		0.1
ENSG00000234504	AL353801.2		0.1				
ENSG00000234506	LINC01506		0.9	0.1			
ENSG00000234509	AP000253.1	0.2	0.4	0.4	0.4	0.1	0.6
ENSG00000234511	C5orf58	0.2	0.6	0.3			2.0
ENSG00000234512	TLR12P				0.1		
ENSG00000234513	AC073072.2						0.1
ENSG00000234515	PPP1R2P1		0.4	0.1			0.1
ENSG00000234518	PTGES3P1	0.1	0.1	0.1	0.2		0.5
ENSG00000234520	AC018464.1	0.4	0.3	0.4	1.0	0.5	6.0
ENSG00000234521	AC005041.2					0.1	
ENSG00000234523	NDUFB1P2	0.1	0.1				
ENSG00000234534	CSNK1G2P1		0.1				
ENSG00000234535	AL161719.1	0.2	0.1				
ENSG00000234536	ENSG00000234536	0.2	0.3	0.5		0.1	0.3
ENSG00000234537	AL354751.1		0.1				0.6
ENSG00000234540	AL080313.1		0.1	0.1			
ENSG00000234545	FAM133B	10.0	10.0	10.0	7.0	3.0	11.0
ENSG00000234546	LNCTAM34A	1.0				1.0	0.2
ENSG00000234548	LINC02020						0.1
ENSG00000234553	AC022431.1		0.1				
ENSG00000234557	PPIAP90		0.2			0.1	
ENSG00000234562	TPMTP2	0.1					
ENSG00000234566	RPL7AP71						0.1
ENSG00000234567	AL024497.2						0.3
ENSG00000234571	AC239798.2		1.0	2.0			
ENSG00000234572	LINC01800	0.2	0.4	0.3			0.1
ENSG00000234575	CTSLP8		0.1				3.0
ENSG00000234577	SYNE1-AS1					0.1	
ENSG00000234578	AL355483.4	0.1	0.3	0.2			0.3
ENSG00000234584	AC019186.1		0.1		2.0		
ENSG00000234585	CCT6P3	3.0	5.0	6.0	4.0	0.8	3.0
ENSG00000234593	KAZN-AS1				0.1		0.2
ENSG00000234602	MCIDAS				0.7	0.1	0.5
ENSG00000234604	AL021068.2	1.0	0.6	3.0	5.0	0.3	0.4
ENSG00000234607	AL355994.4			0.1			
ENSG00000234608	MAPKAPK5-AS1	8.0	12.0	8.0	4.0	3.0	4.0
ENSG00000234614	C2CD4D-AS1	0.2	0.1		2.0	1.0	
